Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
11,2.0263400289294914e-19,1.393913359266729e-19,4.23723897642571e-20,5.875988814345446e-20,-3.232135823391634e-18,5.1854805151716724e-20,3.50318272091992e-20,-2.4273700360309017e-19,1.0975880187437014e-19,8.105200090545155e-19,2.047980921258013e-21,0.0034867844010000064
12,1.9938404248009762e-19,1.3756897599820566e-19,3.851366847174654e-20,5.880675111520004e-20,-3.1729579422843397e-18,5.1130746102178326e-20,3.447638207673861e-20,-2.383150248870081e-19,1.0445182817407763e-19,7.982367756807359e-19,1.9614176637193717e-21,0.0031381059609000062
13,1.947577341208869e-19,1.3471717469616512e-19,3.500296754009552e-20,5.825664261116196e-20,-3.0932942791645883e-18,5.003295081103044e-20,3.368170769867813e-20,-2.3235007187811155e-19,9.910866119509993e-20,7.803049888911671e-19,1.8716872484758786e-21,0.002824295364810006
14,1.890628470087173e-19,1.310600438945506e-19,3.1809270110057234e-20,5.72284882967795e-20,-2.997833769245944e-18,4.8643407117090345e-20,3.270120437546235e-20,-2.2519495922212423e-19,9.378960933017698e-20,7.579771917027048e-19,1.7802887396438905e-21,0.002541865828329006
15,1.8255935997777276e-19,1.2678716750629733e-19,2.8904282490625655e-20,5.582339841916193e-20,-2.8905324185193822e-18,4.703144265382797e-20,3.1579984639902936e-20,-2.171473683785533e-19,8.854328122628761e-20,7.323119040630233e-19,1.6884530600935413e-21,0.0022876792454961056
16,1.7546594188292994e-19,1.2205826595674918e-19,2.626219969397982e-20,5.412704163410008e-20,-2.7747130002456737e-18,4.525543701204716e-20,3.0355996807700777e-20,-2.0845734611147528e-19,8.340832264987435e-20,7.04199902034251e-19,1.5971816290568232e-21,0.002058911320946495
17,1.6796561380727795e-19,1.1700727304204768e-19,2.3859490631756897e-20,5.221172222185898e-20,-2.653152141441513e-18,4.336431807208424e-20,2.906100669554001e-20,-1.9933385461402735e-19,7.841492297648085e-20,6.74387181370603e-19,1.5072799536265131e-21,0.001853020188851846
18,1.6021069192792704e-19,1.1174589605071897e-19,2.167470138503876e-20,5.013819627572511e-20,-2.5281563243957274e-18,4.139886854999343e-20,2.7721454637734384e-20,-1.8995048795495424e-19,7.358612001126731e-20,6.434950058193421e-19,1.419386796991697e-21,0.0016677181699666617
19,1.5232709828637354e-19,1.0636672172723551e-19,1.9688275081346682e-20,4.7957258296599426e-20,-2.401628149344684e-18,3.939286575159994e-20,2.635920292453448e-20,-1.8045045608155548e-19,6.893892840933167e-20,6.120373935646273e-19,1.333999472147579e-21,0.0015009463529699959
20,1.4441811645385144e-19,1.0094592330794154e-19,1.7882387024542632e-20,4.5711125950541627e-20,-2.275124046059892e-18,3.737407482738521e-20,2.499218700759721e-20,-1.7095092570328692e-19,6.448531392767046e-20,5.804363537026622e-19,1.2514957443023677e-21,0.0013508517176729965
