Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
11,1.0706270328152958e-18,7.084379167041525e-19,0.003486784400999996,-4.025502251064736e-18,-1.9016769586813548e-19,8.040831627792973e-19,-1.482127581571469e-18,4.590421154332981e-19,2.1487639315163696e-19,4.662153335884183e-18,2.298583370885523e-19,-1.7220159801739582e-18
12,1.0736132141418643e-18,6.842963103112963e-19,0.003138105960899996,-3.954337937180921e-18,-1.7115092628132225e-19,7.936256424144596e-19,-1.459304590561251e-18,4.706179600833551e-19,1.8158113114101806e-19,4.5813016172690774e-18,2.252567217506825e-19,-1.692671121018926e-18
13,1.065295888874966e-18,6.578986460299699e-19,0.002824295364809996,-3.857151463563223e-18,-1.5403583365319037e-19,7.772187944947965e-19,-1.426224921937362e-18,4.752882146490677e-19,1.5279615760100658e-19,4.46999870901815e-18,2.192768461095011e-19,-1.6519750738931609e-18
14,1.0479058965200287e-18,6.29937551501796e-19,0.0025418658283289965,-3.739858905297255e-18,-1.3863225028787167e-19,7.561570597349213e-19,-1.3851681411326382e-18,4.743182387008042e-19,1.2795236745758726e-19,4.3351433662447174e-18,2.122403783790492e-19,-1.6024915249823594e-18
15,1.0233409437473292e-18,6.009896894189572e-19,0.0022876792454960965,-3.607453344048848e-18,-1.247690252590848e-19,7.315354839820732e-19,-1.3380604672694855e-18,4.687893757957026e-19,1.0654937376684177e-19,4.18255910493579e-18,2.0441843573359262e-19,-1.5463849351147867e-18
16,9.932099225639693e-19,5.715320242376682e-19,0.0020589113209464865,-3.4641303059971506e-18,-1.1229212273317662e-19,7.042766527824456e-19,-1.286522646767637e-18,4.596231030846133e-19,8.814745513966951e-20,4.0171402622262016e-18,1.9603847783343688e-19,-1.4854747479709048e-18
17,9.58871696179808e-19,5.419559951984474e-19,0.0018530201888518377,-3.313397342115304e-18,-1.0106291045985925e-19,6.751542329829228e-19,-1.2319117856934632e-18,4.476021911577848e-19,7.236042650026331e-20,3.8429795970091725e-18,1.8729032715597635e-19,-1.4212827489046515e-18
18,9.214690158468393e-19,5.125798517246942e-19,0.0016677181699666537,-3.158169667949855e-18,-9.095661941387361e-20,6.4481353061548e-19,-1.1753578703664478e-18,4.3338923058547594e-19,5.884932903734168e-20,3.6634796622132875e-18,1.7833142183567356e-19,-1.3550744021719399e-18
19,8.819581546186663e-19,4.836593769937072e-19,0.0015009463529699883,-3.0008535551963432e-18,-8.186095747248652e-20,6.137894263916966e-19,-1.1177956202479009e-18,4.1754284021605093e-19,4.731684680200175e-20,3.481449918406487e-18,1.6929139430787157e-19,-1.287894897296724e-18
20,8.411347754776595e-19,4.553971986916708e-19,0.0013508517176729893,-2.843418968314035e-18,-7.367486172523812e-20,5.82522007706515e-19,-1.059992241449399e-18,4.0053183561465618e-19,3.750236772335641e-20,3.2991913267389145e-18,1.6027605806727322e-19,-1.2206005493748318e-18
