Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
1,1.0733205957391114e-18,5.366602978695557e-19,-3.7733927193953137e-19,-5.366602978695557e-19,0.015000000000000001,1.3416507446738893e-19,4.024952234021668e-19,1.371993127217577e-19,6.251029394077475e-19,-4.4542691905861954e-18,8.762006033619304e-22,7.769712223328146e-21
2,1.6522428673440058e-18,2.5462092667897863e-18,-1.7860725538471141e-19,-4.864095049259293e-19,0.013499999999999998,2.0856577859025282e-19,1.050634555267837e-18,1.071824477513932e-19,1.3296040951019948e-18,-5.204974570165326e-18,6.128104255938145e-21,-1.5408966676490043e-20
3,2.1053488219508564e-18,4.161898840831783e-18,-1.584824942145988e-20,-4.362073033049572e-19,0.012149999999999998,2.6576890918863305e-19,1.5692681418361088e-18,8.643192693525964e-20,1.86621862371453e-18,-5.762825773088837e-18,1.0357075830460624e-20,-3.402960691857788e-20
4,2.4513111569628974e-18,5.428988407397483e-18,1.1614502790298868e-19,-3.911814469589202e-19,0.010934999999999997,3.094457558814347e-19,1.973668665538048e-18,6.875968580483896e-20,2.2822142056535375e-18,-6.157056989725994e-18,1.367897204751923e-20,-4.8772029445483254e-20
5,2.707027536753022e-18,6.401041072241725e-18,2.218981322567624e-19,-3.507986888490409e-19,0.009841499999999994,3.417295441437896e-19,2.281496403081238e-18,5.375757363114992e-20,2.596348484967598e-18,-6.414813705304831e-18,1.623291826286151e-20,-6.022567139782178e-20
6,2.8870875290154926e-18,7.124393320043143e-18,3.053391654607516e-19,-3.145806678915483e-19,0.008857349999999995,3.644621171948593e-19,2.50802190646041e-18,4.106828703415037e-20,2.8248337663623113e-18,-6.559448507870641e-18,1.8139285514660147e-20,-6.890086466523778e-20
7,3.004065247457939e-18,7.63906470756186e-18,3.6987301070137556e-19,-2.820982642370638e-19,0.007971614999999994,3.792308801942771e-19,2.6664273451329348e-18,3.0379282020239307e-20,2.9816585066284056e-18,-6.611008212870241e-18,1.950205013347044e-20,-7.523876256519233e-20
8,3.068776546921741e-18,7.979557884376404e-18,4.1844669523926735e-19,-2.5296653463456066e-19,0.007174453499999994,3.8740126942186273e-19,2.7680714770063505e-18,2.141739513876901e-20,3.0788699611776576e-18,-6.586661491791214e-18,2.0410868973372076e-20,-7.96200722385036e-20
9,3.090504934018203e-18,8.175561778752419e-18,4.536069127625671e-19,-2.2684016831018753e-19,0.006457008149999994,3.9014527200198855e-19,2.822722509053754e-18,1.394409281339043e-20,3.1268225397507746e-18,-6.501074032799291e-18,2.094290354395868e-20,-8.237273235150072e-20
10,3.0771998782261552e-18,8.252569315409468e-18,4.775506198288144e-19,-2.034094099043434e-19,0.005811307334999994,3.8846646137187047e-19,2.838762619921613e-18,7.751277001699936e-21,3.1343959029974916e-18,-6.36673745068784e-18,2.1164422510694248e-20,-8.377865971951338e-20
11,3.0356507842523356e-18,8.232419726947582e-18,4.921695163541868e-19,-1.8239640149656624e-19,0.005230176601499994,3.8322196014775617e-19,2.8233674835253634e-18,2.6575834242136817e-21,3.1091863681973573e-18,-6.194257444670687e-18,2.113220864864312e-20,-8.40796742904085e-20
12,2.971639510291018e-18,8.13377436302398e-18,4.990891273761965e-19,-1.6355190067130105e-19,0.004707158941349994,3.75141694554746e-19,2.7826637482091473e-18,-1.4948842077922801e-21,3.0576747813272754e-18,-5.992606065350086e-18,2.0894793333895274e-20,-8.348269934992946e-20
13,2.8900739832794403e-18,7.972533874615622e-18,4.9970312103026255e-19,-1.4665233599612322e-19,0.0042364430472149935,3.6484526247886036e-19,2.7218670851209205e-18,-4.843434147639149e-21,2.9853736481492356e-18,-5.769342387446897e-18,2.049353899561057e-20,-8.216432265464213e-20
14,2.7951051665672684e-18,7.762203740258695e-18,4.952034246797535e-19,-1.3149716524926796e-19,0.0038127987424934943,3.5285669987260433e-19,2.6454031171682483e-18,-7.50732525743869e-21,2.8969559937935313e-18,-5.530805384470846e-18,1.9963587591643857e-20,-8.027479430491299e-20
15,2.6902293733647367e-18,7.514214294027e-18,4.8660663638904375e-19,-1.1790650529182248e-19,0.0034315188682441447,3.396173971628109e-19,2.557013271954901e-18,-9.5900038038019e-21,2.7963681338274752e-18,-5.282282358215537e-18,1.9334691078514378e-20,-7.794152839858325e-20
16,2.578377687137039e-18,7.238200699639055e-18,4.747771715096785e-19,-1.0571900567337345e-19,0.0030883669814197297,3.254973879962502e-19,2.459847364612541e-18,-1.1181073388318055e-20,2.686928285916695e-18,-5.02815588336658e-18,1.863193799209436e-20,-7.527216773047034e-20
17,2.461994044421233e-18,6.942247681188428e-18,4.604475332422959e-19,-9.478994092569597e-20,0.0027795302832777564,3.108052066913734e-19,2.356544506019104e-18,-1.2358029017892932e-20,2.5714127262497955e-18,-4.77203187990526e-18,1.78763886121732e-20,-7.235726391199416e-20
18,2.343103353377218e-18,6.633103259431536e-18,4.442360509132931e-19,-8.498949907082024e-20,0.002501577254949981,2.9579648776750957e-19,2.2493037454982286e-18,-1.3187782787669632e-20,2.452130995657109e-18,-4.516851118302538e-18,1.7085629728315328e-20,-6.927261917990852e-20
19,2.2233708600977937e-18,6.31636524521414e-18,4.266623897176679e-19,-7.62012461776627e-20,0.002251419529454982,2.806814605615047e-19,2.1399456920213374e-18,-1.3728005513312044e-20,2.330991483920462e-18,-4.264986190221308e-18,1.6274258735107303e-20,-6.608133075512008e-20
20,2.104153831940482e-18,5.996643801245906e-18,4.0816110025203487e-19,-6.832074887242847e-20,0.0020262775765094838,2.6563147391902567e-19,2.0299662117848424e-18,-1.402830586594926e-20,2.2095585645745733e-18,-4.018325736573298e-18,1.545430564325773e-20,-6.283557382349023e-20
