Period,Variable,Shock,Value
48,omega_G_5,eps_G_3,-1.27745936191522e-19
49,omega_G_5,eps_G_3,-1.1734432300265675e-19
50,omega_G_5,eps_G_3,-1.0774557308964933e-19
51,omega_G_5,eps_G_3,-9.889312992921684e-20
52,omega_G_5,eps_G_3,-9.073371966997435e-20
53,omega_G_5,eps_G_3,-8.321726016328818e-20
54,omega_G_5,eps_G_3,-7.629675536123951e-20
55,omega_G_5,eps_G_3,-6.992817891796769e-20
56,omega_G_5,eps_G_3,-6.407035020973784e-20
57,omega_G_5,eps_G_3,-5.868480545397428e-20
58,omega_G_5,eps_G_3,-5.3735666147266053e-20
59,omega_G_5,eps_G_3,-4.9189506647359734e-20
60,omega_G_5,eps_G_3,-4.501522238596202e-20
61,omega_G_5,eps_G_3,-4.118389991037025e-20
62,omega_G_5,eps_G_3,-3.7668689706037207e-20
63,omega_G_5,eps_G_3,-3.4444682543467073e-20
64,omega_G_5,eps_G_3,-3.1488789916350593e-20
65,omega_G_5,eps_G_3,-2.877962898922274e-20
66,omega_G_5,eps_G_3,-2.629741234835695e-20
67,omega_G_5,eps_G_3,-2.4023842745772092e-20
68,omega_G_5,eps_G_3,-2.1942012940220638e-20
69,omega_G_5,eps_G_3,-2.003631066832175e-20
70,omega_G_5,eps_G_3,-1.8292328721400434e-20
71,omega_G_5,eps_G_3,-1.6696780057180165e-20
72,omega_G_5,eps_G_3,-1.5237417838589947e-20
73,omega_G_5,eps_G_3,-1.3902960263145973e-20
74,omega_G_5,eps_G_3,-1.2683020024404891e-20
75,omega_G_5,eps_G_3,-1.1568038230780566e-20
76,omega_G_5,eps_G_3,-1.0549222595637058e-20
77,omega_G_5,eps_G_3,-9.618489705214444e-21
78,omega_G_5,eps_G_3,-8.768411166919983e-21
79,omega_G_5,eps_G_3,-7.99216343923227e-21
80,omega_G_5,eps_G_3,-7.2834811454129e-21
81,omega_G_5,eps_G_3,-6.6366136759650805e-21
82,omega_G_5,eps_G_3,-6.046284888952696e-21
83,omega_G_5,eps_G_3,-5.507655722583139e-21
84,omega_G_5,eps_G_3,-5.0162895405979655e-21
85,omega_G_5,eps_G_3,-4.568120037783995e-21
86,omega_G_5,eps_G_3,-4.1594215401268396e-21
87,omega_G_5,eps_G_3,-3.786781541623275e-21
88,omega_G_5,eps_G_3,-3.447075327419156e-21
89,omega_G_5,eps_G_3,-3.1374425406396267e-21
90,omega_G_5,eps_G_3,-2.855265557941812e-21
91,omega_G_5,eps_G_3,-2.598149546377164e-21
92,omega_G_5,eps_G_3,-2.363904081546027e-21
93,omega_G_5,eps_G_3,-2.1505262142173464e-21
94,omega_G_5,eps_G_3,-1.9561848795389413e-21
95,omega_G_5,eps_G_3,-1.779206549654044e-21
96,omega_G_5,eps_G_3,-1.6180620369507367e-21
97,omega_G_5,eps_G_3,-1.4713543612915506e-21
98,omega_G_5,eps_G_3,-1.3378076003946942e-21
99,omega_G_5,eps_G_3,-1.2162566480642936e-21
100,omega_G_5,eps_G_3,-1.1056378101960261e-21
1,omega_a_5,eps_G_3,-1.1208806236564572e-18
2,omega_a_5,eps_G_3,-1.4176951014344143e-18
3,omega_a_5,eps_G_3,-1.6439378774202156e-18
4,omega_a_5,eps_G_3,-1.8107551471945124e-18
5,omega_a_5,eps_G_3,-1.9277695842397476e-18
6,omega_a_5,eps_G_3,-2.003273582403991e-18
7,omega_a_5,eps_G_3,-2.044399085092988e-18
8,omega_a_5,eps_G_3,-2.0572667514201463e-18
9,omega_a_5,eps_G_3,-2.047116893630943e-18
10,omega_a_5,eps_G_3,-2.0184243398853785e-18
11,omega_a_5,eps_G_3,-1.9749991279526175e-18
12,omega_a_5,eps_G_3,-1.920074715007555e-18
13,omega_a_5,eps_G_3,-1.8563851933719788e-18
14,omega_a_5,eps_G_3,-1.786232828913442e-18
15,omega_a_5,eps_G_3,-1.711547085412893e-18
16,omega_a_5,eps_G_3,-1.6339361623233195e-18
17,omega_a_5,eps_G_3,-1.5547319529975317e-18
18,omega_a_5,eps_G_3,-1.4750292239136683e-18
19,omega_a_5,eps_G_3,-1.3957197211166023e-18
20,omega_a_5,eps_G_3,-1.3175218266398128e-18
21,omega_a_5,eps_G_3,-1.2410063138472152e-18
22,omega_a_5,eps_G_3,-1.166618685346739e-18
23,omega_a_5,eps_G_3,-1.0946985194078857e-18
24,omega_a_5,eps_G_3,-1.0254961998033357e-18
25,omega_a_5,eps_G_3,-9.59187358925617e-19
26,omega_a_5,eps_G_3,-8.958853242254085e-19
27,omega_a_5,eps_G_3,-8.3565182287598565e-19
28,omega_a_5,eps_G_3,-7.785061685541932e-19
29,omega_a_5,eps_G_3,-7.244331268679995e-19
30,omega_a_5,eps_G_3,-6.733896318335027e-19
31,omega_a_5,eps_G_3,-6.253105045372252e-19
32,omega_a_5,eps_G_3,-5.801133063818682e-19
33,omega_a_5,eps_G_3,-5.377024428122102e-19
34,omega_a_5,eps_G_3,-4.979726188926652e-19
35,omega_a_5,eps_G_3,-4.608117353289071e-19
36,omega_a_5,eps_G_3,-4.26103302288974e-19
37,omega_a_5,eps_G_3,-3.9372843850373846e-19
38,omega_a_5,eps_G_3,-3.6356751445266023e-19
39,omega_a_5,eps_G_3,-3.3550149082676024e-19
40,omega_a_5,eps_G_3,-3.094129967815137e-19
41,omega_a_5,eps_G_3,-2.851871866370489e-19
42,omega_a_5,eps_G_3,-2.627124085536619e-19
43,omega_a_5,eps_G_3,-2.418807142205818e-19
44,omega_a_5,eps_G_3,-2.225882346685811e-19
45,omega_a_5,eps_G_3,-2.0473544388477472e-19
46,omega_a_5,eps_G_3,-1.8822732891104378e-19
47,omega_a_5,eps_G_3,-1.729734824932113e-19
48,omega_a_5,eps_G_3,-1.588881320698349e-19
49,omega_a_5,eps_G_3,-1.4589011690620164e-19
50,omega_a_5,eps_G_3,-1.3390282345459668e-19
51,omega_a_5,eps_G_3,-1.2285408752425072e-19
52,omega_a_5,eps_G_3,-1.12676070545428e-19
53,omega_a_5,eps_G_3,-1.0330511608712729e-19
54,omega_a_5,eps_G_3,-9.468159181503243e-20
55,omega_a_5,eps_G_3,-8.674972123648528e-20
56,omega_a_5,eps_G_3,-7.945740885549724e-20
57,omega_a_5,eps_G_3,-7.275606173834196e-20
58,omega_a_5,eps_G_3,-6.660040995606276e-20
59,omega_a_5,eps_G_3,-6.094832791285597e-20
60,omega_a_5,eps_G_3,-5.576065817872993e-20
61,omega_a_5,eps_G_3,-5.100103911230053e-20
62,omega_a_5,eps_G_3,-4.6635737277369706e-20
63,omega_a_5,eps_G_3,-4.263348541830204e-20
64,omega_a_5,eps_G_3,-3.896532655827421e-20
65,omega_a_5,eps_G_3,-3.5604464616068934e-20
66,omega_a_5,eps_G_3,-3.252612179672197e-20
67,omega_a_5,eps_G_3,-2.9707402895083705e-20
68,omega_a_5,eps_G_3,-2.7127166555805873e-20
69,omega_a_5,eps_G_3,-2.4765903455432773e-20
70,omega_a_5,eps_G_3,-2.2605621309576232e-20
71,omega_a_5,eps_G_3,-2.0629736558336673e-20
72,omega_a_5,eps_G_3,-1.8822972544249264e-20
73,omega_a_5,eps_G_3,-1.717126396739597e-20
74,omega_a_5,eps_G_3,-1.566166738047084e-20
75,omega_a_5,eps_G_3,-1.4282277471256778e-20
76,omega_a_5,eps_G_3,-1.302214887008082e-20
77,omega_a_5,eps_G_3,-1.1871223214427486e-20
78,omega_a_5,eps_G_3,-1.0820261201204011e-20
79,omega_a_5,eps_G_3,-9.860779358480956e-21
80,omega_a_5,eps_G_3,-8.984991272290472e-21
81,omega_a_5,eps_G_3,-8.185753009753275e-21
82,omega_a_5,eps_G_3,-7.456512487000612e-21
83,omega_a_5,eps_G_3,-6.791262538700949e-21
84,omega_a_5,eps_G_3,-6.1844974551912125e-21
85,omega_a_5,eps_G_3,-5.6311727629964144e-21
86,omega_a_5,eps_G_3,-5.126668034688664e-21
87,omega_a_5,eps_G_3,-4.666752524412499e-21
88,omega_a_5,eps_G_3,-4.2475534358446806e-21
89,omega_a_5,eps_G_3,-3.865526639746301e-21
90,omega_a_5,eps_G_3,-3.5174296685091504e-21
91,omega_a_5,eps_G_3,-3.2002968251219665e-21
92,omega_a_5,eps_G_3,-2.9114162537271284e-21
93,omega_a_5,eps_G_3,-2.648308828360038e-21
94,omega_a_5,eps_G_3,-2.4087087255290943e-21
95,omega_a_5,eps_G_3,-2.190545554980739e-21
96,omega_a_5,eps_G_3,-1.991927931286764e-21
97,omega_a_5,eps_G_3,-1.8111283767817767e-21
98,omega_a_5,eps_G_3,-1.646569453864919e-21
99,omega_a_5,eps_G_3,-1.4968110317636152e-21
100,omega_a_5,eps_G_3,-1.360538599543923e-21
1,omega_mp_1,eps_G_3,1.0069716681062291e-20
2,omega_mp_1,eps_G_3,1.1158671049952847e-20
3,omega_mp_1,eps_G_3,1.1929137378254666e-20
4,omega_mp_1,eps_G_3,1.243392373039659e-20
5,omega_mp_1,eps_G_3,1.271846143832758e-20
6,omega_mp_1,eps_G_3,1.2821752367368404e-20
7,omega_mp_1,eps_G_3,1.2777200496217784e-20
8,omega_mp_1,eps_G_3,1.2613341475623602e-20
9,omega_mp_1,eps_G_3,1.2354482254186078e-20
10,omega_mp_1,eps_G_3,1.202126146227982e-20
11,omega_mp_1,eps_G_3,1.1631140006212952e-20
12,omega_mp_1,eps_G_3,1.1198830226736657e-20
13,omega_mp_1,eps_G_3,1.073667100309349e-20
14,omega_mp_1,eps_G_3,1.0254955321911589e-20
15,omega_mp_1,eps_G_3,9.762216066935134e-21
16,omega_mp_1,eps_G_3,9.265475109734851e-21
17,omega_mp_1,eps_G_3,8.770460183305275e-21
18,omega_mp_1,eps_G_3,8.281793491064263e-21
19,omega_mp_1,eps_G_3,7.8031555354384e-21
20,omega_mp_1,eps_G_3,7.337427236027066e-21
21,omega_mp_1,eps_G_3,6.886813041143616e-21
22,omega_mp_1,eps_G_3,6.452947412876584e-21
23,omega_mp_1,eps_G_3,6.036986779851522e-21
24,omega_mp_1,eps_G_3,5.639688799302706e-21
25,omega_mp_1,eps_G_3,5.261480547065138e-21
26,omega_mp_1,eps_G_3,4.902517057282056e-21
27,omega_mp_1,eps_G_3,4.562731459984939e-21
28,omega_mp_1,eps_G_3,4.241877811574424e-21
29,omega_mp_1,eps_G_3,3.939567578246163e-21
30,omega_mp_1,eps_G_3,3.6553006134678096e-21
31,omega_mp_1,eps_G_3,3.388491365862665e-21
32,omega_mp_1,eps_G_3,3.138490961643871e-21
33,omega_mp_1,eps_G_3,2.904605724610209e-21
34,omega_mp_1,eps_G_3,2.6861126253668405e-21
35,omega_mp_1,eps_G_3,2.4822720887260437e-21
36,omega_mp_1,eps_G_3,2.2923385331597377e-21
37,omega_mp_1,eps_G_3,2.115568967819432e-21
38,omega_mp_1,eps_G_3,1.95122993021559e-21
39,omega_mp_1,eps_G_3,1.7986030104543224e-21
40,omega_mp_1,eps_G_3,1.6569891753431522e-21
41,omega_mp_1,eps_G_3,1.5257120771496728e-21
42,omega_mp_1,eps_G_3,1.4041205068414576e-21
43,omega_mp_1,eps_G_3,1.2915901298233887e-21
44,omega_mp_1,eps_G_3,1.187524623140519e-21
45,omega_mp_1,eps_G_3,1.0913563164959892e-21
46,omega_mp_1,eps_G_3,1.0025464249489602e-21
47,omega_mp_1,eps_G_3,9.205849485463771e-22
48,omega_mp_1,eps_G_3,8.449903031748209e-22
49,omega_mp_1,eps_G_3,7.753087373921122e-22
50,omega_mp_1,eps_G_3,7.111135817341971e-22
51,omega_mp_1,eps_G_3,6.520043698339438e-22
52,omega_mp_1,eps_G_3,5.976058644963991e-22
53,omega_mp_1,eps_G_3,5.475670165280239e-22
54,omega_mp_1,eps_G_3,5.015598795083598e-22
55,omega_mp_1,eps_G_3,4.592784997273482e-22
56,omega_mp_1,eps_G_3,4.2043779710745537e-22
57,omega_mp_1,eps_G_3,3.847724500142676e-22
58,omega_mp_1,eps_G_3,3.5203579436864282e-22
59,omega_mp_1,eps_G_3,3.219987453520003e-22
60,omega_mp_1,eps_G_3,2.944487481949999e-22
61,omega_mp_1,eps_G_3,2.691887630158795e-22
62,omega_mp_1,eps_G_3,2.460362873906332e-22
63,omega_mp_1,eps_G_3,2.2482241926027733e-22
64,omega_mp_1,eps_G_3,2.0539096188208632e-22
65,omega_mp_1,eps_G_3,1.8759757178693073e-22
66,omega_mp_1,eps_G_3,1.7130895009198538e-22
67,omega_mp_1,eps_G_3,1.564020770181598e-22
68,omega_mp_1,eps_G_3,1.4276348905817949e-22
69,omega_mp_1,eps_G_3,1.3028859792001365e-22
70,omega_mp_1,eps_G_3,1.1888105011889916e-22
71,omega_mp_1,eps_G_3,1.0845212589880742e-22
72,omega_mp_1,eps_G_3,9.892017602154504e-23
73,omega_mp_1,eps_G_3,9.021009486074706e-23
74,omega_mp_1,eps_G_3,8.225282817189323e-23
75,omega_mp_1,eps_G_3,7.498491387220269e-23
76,omega_mp_1,eps_G_3,6.834805415073133e-23
77,omega_mp_1,eps_G_3,6.22887172348322e-23
78,omega_mp_1,eps_G_3,5.675776716060559e-23
79,omega_mp_1,eps_G_3,5.171011992887598e-23
80,omega_mp_1,eps_G_3,4.710442447188623e-23
81,omega_mp_1,eps_G_3,4.290276690700567e-23
82,omega_mp_1,eps_G_3,3.9070396610382364e-23
83,omega_mp_1,eps_G_3,3.557547270401366e-23
84,omega_mp_1,eps_G_3,3.2388829612814873e-23
85,omega_mp_1,eps_G_3,2.94837604128157e-23
86,omega_mp_1,eps_G_3,2.6835816756688215e-23
87,omega_mp_1,eps_G_3,2.442262422765807e-23
88,omega_mp_1,eps_G_3,2.2223712036867073e-23
89,omega_mp_1,eps_G_3,2.0220356041957694e-23
90,omega_mp_1,eps_G_3,1.839543412566152e-23
91,omega_mp_1,eps_G_3,1.6733293032205e-23
92,omega_mp_1,eps_G_3,1.521962581618317e-23
93,omega_mp_1,eps_G_3,1.3841359113043657e-23
94,omega_mp_1,eps_G_3,1.2586549492370214e-23
95,omega_mp_1,eps_G_3,1.1444288204701024e-23
96,omega_mp_1,eps_G_3,1.0404613679641968e-23
97,omega_mp_1,eps_G_3,9.458431177547715e-24
98,omega_mp_1,eps_G_3,8.597439039075891e-24
99,omega_mp_1,eps_G_3,7.814061016522955e-24
100,omega_mp_1,eps_G_3,7.101384208089847e-24
1,L_k1,eps_G_3,0.00024387137228477004
2,L_k1,eps_G_3,0.00021948423505629335
3,L_k1,eps_G_3,0.00019753581155066387
4,L_k1,eps_G_3,0.0001777822303955974
5,L_k1,eps_G_3,0.0001600040073560376
6,L_k1,eps_G_3,0.00014400360662043376
7,L_k1,eps_G_3,0.00012960324595839032
8,L_k1,eps_G_3,0.00011664292136255122
9,L_k1,eps_G_3,0.00010497862922629605
10,L_k1,eps_G_3,9.448076630366637e-5
11,L_k1,eps_G_3,8.503268967329968e-5
12,L_k1,eps_G_3,7.65294207059697e-5
13,L_k1,eps_G_3,6.887647863537268e-5
14,L_k1,eps_G_3,6.198883077183539e-5
15,L_k1,eps_G_3,5.5789947694651816e-5
16,L_k1,eps_G_3,5.0210952925186624e-5
17,L_k1,eps_G_3,4.518985763266794e-5
18,L_k1,eps_G_3,4.067087186940111e-5
19,L_k1,eps_G_3,3.6603784682460984e-5
20,L_k1,eps_G_3,3.294340621421488e-5
21,L_k1,eps_G_3,2.9649065592793374e-5
22,L_k1,eps_G_3,2.6684159033514023e-5
23,L_k1,eps_G_3,2.4015743130162606e-5
24,L_k1,eps_G_3,2.161416881714633e-5
25,L_k1,eps_G_3,1.945275193543169e-5
26,L_k1,eps_G_3,1.750747674188851e-5
27,L_k1,eps_G_3,1.575672906769965e-5
28,L_k1,eps_G_3,1.418105616092968e-5
29,L_k1,eps_G_3,1.2762950544836709e-5
30,L_k1,eps_G_3,1.1486655490353031e-5
31,L_k1,eps_G_3,1.033798994131772e-5
32,L_k1,eps_G_3,9.304190947185944e-6
33,L_k1,eps_G_3,8.373771852467345e-6
34,L_k1,eps_G_3,7.536394667220607e-6
35,L_k1,eps_G_3,6.782755200498542e-6
36,L_k1,eps_G_3,6.104479680448685e-6
37,L_k1,eps_G_3,5.494031712403814e-6
38,L_k1,eps_G_3,4.944628541163431e-6
39,L_k1,eps_G_3,4.450165687047085e-6
40,L_k1,eps_G_3,4.005149118342374e-6
41,L_k1,eps_G_3,3.604634206508135e-6
42,L_k1,eps_G_3,3.24417078585732e-6
43,L_k1,eps_G_3,2.9197537072715866e-6
44,L_k1,eps_G_3,2.6277783365444264e-6
45,L_k1,eps_G_3,2.3650005028899823e-6
46,L_k1,eps_G_3,2.1285004526009834e-6
47,L_k1,eps_G_3,1.915650407340884e-6
48,L_k1,eps_G_3,1.7240853666067945e-6
49,L_k1,eps_G_3,1.5516768299461142e-6
50,L_k1,eps_G_3,1.3965091469515022e-6
51,L_k1,eps_G_3,1.2568582322563514e-6
52,L_k1,eps_G_3,1.1311724090307158e-6
53,L_k1,eps_G_3,1.0180551681276435e-6
54,L_k1,eps_G_3,9.162496513148787e-7
55,L_k1,eps_G_3,8.246246861833906e-7
56,L_k1,eps_G_3,7.421622175650509e-7
57,L_k1,eps_G_3,6.679459958085455e-7
58,L_k1,eps_G_3,6.011513962276908e-7
59,L_k1,eps_G_3,5.410362566049214e-7
60,L_k1,eps_G_3,4.869326309444291e-7
61,L_k1,eps_G_3,4.3823936784998583e-7
62,L_k1,eps_G_3,3.9441543106498707e-7
63,L_k1,eps_G_3,3.549738879584882e-7
64,L_k1,eps_G_3,3.194764991626392e-7
65,L_k1,eps_G_3,2.875288492463752e-7
66,L_k1,eps_G_3,2.5877596432173754e-7
67,L_k1,eps_G_3,2.3289836788956364e-7
68,L_k1,eps_G_3,2.0960853110060719e-7
69,L_k1,eps_G_3,1.8864767799054632e-7
70,L_k1,eps_G_3,1.6978291019149162e-7
71,L_k1,eps_G_3,1.5280461917234237e-7
72,L_k1,eps_G_3,1.3752415725510808e-7
73,L_k1,eps_G_3,1.237717415295972e-7
74,L_k1,eps_G_3,1.1139456737663744e-7
75,L_k1,eps_G_3,1.0025511063897363e-7
76,L_k1,eps_G_3,9.022959957507622e-8
77,L_k1,eps_G_3,8.120663961756857e-8
78,L_k1,eps_G_3,7.308597565581167e-8
79,L_k1,eps_G_3,6.577737809023048e-8
80,L_k1,eps_G_3,5.919964028120739e-8
81,L_k1,eps_G_3,5.3279676253086616e-8
82,L_k1,eps_G_3,4.7951708627777924e-8
83,L_k1,eps_G_3,4.315653776500011e-8
84,L_k1,eps_G_3,3.8840883988500085e-8
85,L_k1,eps_G_3,3.495679558965006e-8
86,L_k1,eps_G_3,3.1461116030685036e-8
87,L_k1,eps_G_3,2.8315004427616524e-8
88,L_k1,eps_G_3,2.5483503984854848e-8
89,L_k1,eps_G_3,2.293515358636936e-8
90,L_k1,eps_G_3,2.064163822773241e-8
91,L_k1,eps_G_3,1.857747440495916e-8
92,L_k1,eps_G_3,1.6719726964463235e-8
93,L_k1,eps_G_3,1.5047754268016906e-8
94,L_k1,eps_G_3,1.354297884121521e-8
95,L_k1,eps_G_3,1.2188680957093682e-8
96,L_k1,eps_G_3,1.0969812861384307e-8
97,L_k1,eps_G_3,9.87283157524587e-9
98,L_k1,eps_G_3,8.885548417721278e-9
99,L_k1,eps_G_3,7.996993575949146e-9
100,L_k1,eps_G_3,7.197294218354229e-9
1,alpha_k1,eps_G_3,1.7778681629504475e-20
2,alpha_k1,eps_G_3,1.0137112993671563e-19
3,alpha_k1,eps_G_3,8.196412389060664e-20
4,alpha_k1,eps_G_3,6.542480775435226e-20
5,alpha_k1,eps_G_3,5.1373713606442715e-20
6,alpha_k1,eps_G_3,3.9478590210571546e-20
7,alpha_k1,eps_G_3,2.944875435781016e-20
8,alpha_k1,eps_G_3,2.1030099773495346e-20
9,alpha_k1,eps_G_3,1.4000688562465377e-20
10,alpha_k1,eps_G_3,8.166858595906457e-21
11,alpha_k1,eps_G_3,3.3597877370346727e-21
12,alpha_k1,eps_G_3,-5.67537536021825e-22
13,alpha_k1,eps_G_3,-3.7429956318373744e-21
14,alpha_k1,eps_G_3,-6.277686733129589e-21
15,alpha_k1,eps_G_3,-8.268009657845002e-21
16,alpha_k1,eps_G_3,-9.79749113028602e-21
17,alpha_k1,eps_G_3,-1.093839621166039e-20
18,alpha_k1,eps_G_3,-1.175314536545703e-20
19,alpha_k1,eps_G_3,-1.2295560726377737e-20
20,alpha_k1,eps_G_3,-1.2611961561459737e-20
21,alpha_k1,eps_G_3,-1.2742126622261559e-20
22,alpha_k1,eps_G_3,-1.272013905528842e-20
23,alpha_k1,eps_G_3,-1.2575127735487297e-20
24,alpha_k1,eps_G_3,-1.2331917289093509e-20
25,alpha_k1,eps_G_3,-1.2011597654623609e-20
26,alpha_k1,eps_G_3,-1.1632022774156752e-20
27,alpha_k1,eps_G_3,-1.1208246893237034e-20
28,alpha_k1,eps_G_3,-1.0752905960759687e-20
29,alpha_k1,eps_G_3,-1.0276550745845441e-20
30,alpha_k1,eps_G_3,-9.787937514306452e-21
31,alpha_k1,eps_G_3,-9.294281421616799e-21
32,alpha_k1,eps_G_3,-8.801477172322015e-21
33,alpha_k1,eps_G_3,-8.314290958670022e-21
34,alpha_k1,eps_G_3,-7.836527216025204e-21
35,alpha_k1,eps_G_3,-7.371173312322653e-21
36,alpha_k1,eps_G_3,-6.920524917200356e-21
37,alpha_k1,eps_G_3,-6.4862944679792954e-21
38,alpha_k1,eps_G_3,-6.069704859430444e-21
39,alpha_k1,eps_G_3,-5.671570227911568e-21
40,alpha_k1,eps_G_3,-5.2923654741021636e-21
41,alpha_k1,eps_G_3,-4.9322859687755256e-21
42,alpha_k1,eps_G_3,-4.5912987097731934e-21
43,alpha_k1,eps_G_3,-4.269186042883572e-21
44,alpha_k1,eps_G_3,-3.965582922274143e-21
45,alpha_k1,eps_G_3,-3.6800085653577646e-21
46,alpha_k1,eps_G_3,-3.411893250601919e-21
47,alpha_k1,eps_G_3,-3.160600913143666e-21
48,alpha_k1,eps_G_3,-2.925448110671045e-21
49,alpha_k1,eps_G_3,-2.7057198595615108e-21
50,alpha_k1,eps_G_3,-2.500682777567173e-21
51,alpha_k1,eps_G_3,-2.3095959133760875e-21
52,alpha_k1,eps_G_3,-2.131719594247547e-21
53,alpha_k1,eps_G_3,-1.9663225798109542e-21
54,alpha_k1,eps_G_3,-1.8126877723192044e-21
55,alpha_k1,eps_G_3,-1.6701167005276957e-21
56,alpha_k1,eps_G_3,-1.537932965371296e-21
57,alpha_k1,eps_G_3,-1.4154848102408998e-21
58,alpha_k1,eps_G_3,-1.3021469564828694e-21
59,alpha_k1,eps_G_3,-1.1973218253740363e-21
60,alpha_k1,eps_G_3,-1.1004402509221413e-21
61,alpha_k1,eps_G_3,-1.010961773106885e-21
62,alpha_k1,eps_G_3,-9.283745883454582e-22
63,alpha_k1,eps_G_3,-8.52195222805248e-22
64,alpha_k1,eps_G_3,-7.819679844896254e-22
65,alpha_k1,eps_G_3,-7.172642416090748e-22
66,alpha_k1,eps_G_3,-6.576815674597381e-22
67,alpha_k1,eps_G_3,-6.028427857241779e-22
68,alpha_k1,eps_G_3,-5.523949446611324e-22
69,alpha_k1,eps_G_3,-5.060082439534542e-22
70,alpha_k1,eps_G_3,-4.633749339407003e-22
71,alpha_k1,eps_G_3,-4.242082034909627e-22
72,alpha_k1,eps_G_3,-3.882410697917656e-22
73,alpha_k1,eps_G_3,-3.5522528079749835e-22
74,alpha_k1,eps_G_3,-3.2493023890416687e-22
75,alpha_k1,eps_G_3,-2.9714195258152666e-22
76,alpha_k1,eps_G_3,-2.7166202113437285e-22
77,alpha_k1,eps_G_3,-2.4830665645083453e-22
78,alpha_k1,eps_G_3,-2.2690574449266016e-22
79,alpha_k1,eps_G_3,-2.0730194836161234e-22
80,alpha_k1,eps_G_3,-1.8934985401184743e-22
81,alpha_k1,eps_G_3,-1.729151590484194e-22
82,alpha_k1,eps_G_3,-1.5787390453755853e-22
83,alpha_k1,eps_G_3,-1.441117493383856e-22
84,alpha_k1,eps_G_3,-1.3152328613367167e-22
85,alpha_k1,eps_G_3,-1.200113980765167e-22
86,alpha_k1,eps_G_3,-1.09486654769456e-22
87,alpha_k1,eps_G_3,-9.986674614304226e-23
88,alpha_k1,eps_G_3,-9.107595269421674e-23
89,alpha_k1,eps_G_3,-8.304465047372587e-23
90,alpha_k1,eps_G_3,-7.570884917039102e-23
91,alpha_k1,eps_G_3,-6.900976162298588e-23
92,alpha_k1,eps_G_3,-6.289340309335787e-23
93,alpha_k1,eps_G_3,-5.731021865342558e-23
94,alpha_k1,eps_G_3,-5.2214737070546195e-23
95,alpha_k1,eps_G_3,-4.756524961770842e-23
96,alpha_k1,eps_G_3,-4.332351228473274e-23
97,alpha_k1,eps_G_3,-3.9454469922175106e-23
98,alpha_k1,eps_G_3,-3.592600090928169e-23
99,alpha_k1,eps_G_3,-3.270868099974519e-23
100,alpha_k1,eps_G_3,-2.9775565063023174e-23
1,omega_a_basket_1,eps_G_3,1.194490190475816e-20
2,omega_a_basket_1,eps_G_3,1.5163414090370117e-20
3,omega_a_basket_1,eps_G_3,1.7618774819812097e-20
4,omega_a_basket_1,eps_G_3,1.943142926246198e-20
5,omega_a_basket_1,eps_G_3,2.0705365068383768e-20
6,omega_a_basket_1,eps_G_3,2.153019942049658e-20
7,omega_a_basket_1,eps_G_3,2.1983013251502994e-20
8,omega_a_basket_1,eps_G_3,2.2129962322103158e-20
9,omega_a_basket_1,eps_G_3,2.202769144606826e-20
10,omega_a_basket_1,eps_G_3,2.1724575122019307e-20
11,omega_a_basket_1,eps_G_3,2.1261805148319465e-20
12,omega_a_basket_1,eps_G_3,2.06743434181394e-20
13,omega_a_basket_1,eps_G_3,1.999175598251215e-20
14,omega_a_basket_1,eps_G_3,1.9238942599828958e-20
15,omega_a_basket_1,eps_G_3,1.8436774333857285e-20
16,omega_a_basket_1,eps_G_3,1.7602650295081656e-20
17,omega_a_basket_1,eps_G_3,1.6750983320722582e-20
18,omega_a_basket_1,eps_G_3,1.5893623238284504e-20
19,omega_a_basket_1,eps_G_3,1.5040225339126816e-20
20,omega_a_basket_1,eps_G_3,1.4198570787417823e-20
21,omega_a_basket_1,eps_G_3,1.3374844892659362e-20
22,omega_a_basket_1,eps_G_3,1.2573878468978414e-20
23,omega_a_basket_1,eps_G_3,1.179935688110706e-20
24,omega_a_basket_1,eps_G_3,1.1054000826120194e-20
25,omega_a_basket_1,eps_G_3,1.033972241331963e-20
26,omega_a_basket_1,eps_G_3,9.657759674817977e-21
27,omega_a_basket_1,eps_G_3,9.008792259883458e-21
28,omega_a_basket_1,eps_G_3,8.393040731187663e-21
29,omega_a_basket_1,eps_G_3,7.810351585632193e-21
30,omega_a_basket_1,eps_G_3,7.26026986187594e-21
31,omega_a_basket_1,eps_G_3,6.742100967014617e-21
32,omega_a_basket_1,eps_G_3,6.254963152506799e-21
33,omega_a_basket_1,eps_G_3,5.7978318912303985e-21
34,omega_a_basket_1,eps_G_3,5.369577250684209e-21
35,omega_a_basket_1,eps_G_3,4.9689952193349545e-21
36,omega_a_basket_1,eps_G_3,4.594833821748708e-21
37,omega_a_basket_1,eps_G_3,4.245814751486362e-21
38,omega_a_basket_1,eps_G_3,3.920651157058998e-21
39,omega_a_basket_1,eps_G_3,3.618062134002243e-21
40,omega_a_basket_1,eps_G_3,3.3367844039862495e-21
41,omega_a_basket_1,eps_G_3,3.0755815986334325e-21
42,omega_a_basket_1,eps_G_3,2.8332515103113156e-21
43,omega_a_basket_1,eps_G_3,2.608631623667288e-21
44,omega_a_basket_1,eps_G_3,2.4006031992489527e-21
45,omega_a_basket_1,eps_G_3,2.2080941434776115e-21
46,omega_a_basket_1,eps_G_3,2.0300808668680495e-21
