Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
1,1.6946867358203032e-5,1.694686735820117e-5,0.000398524255665218,0.00542446148167193,0.005424461481671927,5.2788682882733627e-5,5.2788682882733715e-5,0.00031932953230138253,-0.0007624947250158434,-0.0007624947250158458,-0.0002450894378281138,0.0009803577513124557
2,1.5252180622381292e-5,1.5252180622382012e-5,0.0003586718300986942,0.0048820153335047385,0.004882015333504736,4.750981459446003e-5,4.7509814594460105e-5,0.00028739657907124396,-0.0006862452525142585,-0.0006862452525142625,-0.00022058049404530253,0.0008823219761812106
3,1.3726962560143073e-5,1.3726962560144362e-5,0.00032280464708882447,0.004393813800154266,0.004393813800154262,4.275883313501406e-5,4.275883313501434e-5,0.0002586569211641195,-0.0006176207272628324,-0.0006176207272628368,-0.0001985224446407723,0.0007940897785630896
4,1.2354266304128687e-5,1.2354266304130424e-5,0.0002905241823799419,0.00395443242013884,0.003954432420138835,3.8482949821512676e-5,3.848294982151314e-5,0.00023279122904770744,-0.0005558586545365489,-0.0005558586545365536,-0.00017867020017669507,0.0007146808007067806
5,1.1118839673715748e-5,1.111883967371783e-5,0.00026147176414194746,0.0035589891781249577,0.0035589891781249504,3.463465483936144e-5,3.4634654839362024e-5,0.00020951210614293664,-0.0005002727890828938,-0.0005002727890828987,-0.00016080318015902553,0.0006432127206361027
6,1.0006955706344106e-5,1.0006955706346451e-5,0.00023532458772775259,0.003203090260312463,0.003203090260312455,3.117118935542532e-5,3.117118935542601e-5,0.00018856089552864294,-0.0004502455101746043,-0.00045024551017460926,-0.000144722862143123,0.0005788914485724925
7,9.006260135709641e-6,9.006260135712169e-6,0.00021179212895497716,0.0028827812342812177,0.002882781234281209,2.8054070419882808e-5,2.805407041988357e-5,0.0001697048059757786,-0.00040522095915714366,-0.00040522095915714875,-0.00013025057592881069,0.0005210023037152433
8,8.105634122138623e-6,8.105634122141279e-6,0.00019061291605947933,0.0025945031108530973,0.002594503110853088,2.524866337789454e-5,2.5248663377895364e-5,0.0001527343253782007,-0.00036469886324142913,-0.0003646988632414342,-0.00011722551833592963,0.000468902073343719
9,7.295070709924713e-6,7.295070709927445e-6,0.00017155162445353127,0.0023350527997677882,0.002335052799767779,2.2723797040105105e-5,2.2723797040105962e-5,0.0001374608928403806,-0.0003282289769172861,-0.00032822897691729116,-0.00010550296650233668,0.0004220118660093472
10,6.5655636389321995e-6,6.565563638934966e-6,0.00015439646200817803,0.00210154751979101,0.002101547519791001,2.0451417336094605e-5,2.0451417336095486e-5,0.0001237148035563425,-0.0002954060792255574,-0.0002954060792255623,-9.495266985210301e-5,0.0003798106794084124
11,5.9090072750389406e-6,5.909007275041707e-6,0.00013895681580736015,0.0018913927678119095,0.001891392767811901,1.8406275602485156e-5,1.8406275602486047e-5,0.00011134332320070824,-0.0002658654713030015,-0.00026586547130300634,-8.54574028668927e-5,0.0003418296114675712
12,5.3181065475350115e-6,5.318106547537752e-6,0.00012506113422662405,0.001702253491030719,0.0017022534910307108,1.656564804223665e-5,1.656564804223754e-5,0.00010020899088063738,-0.00023927892417270128,-0.00023927892417270586,-7.691166258020343e-5,0.00030764665032081414
13,4.7862958927814795e-6,4.786295892784168e-6,0.00011255502080396156,0.0015320281419276478,0.0015320281419276395,1.4909083238013002e-5,1.4909083238013874e-5,9.018809179257361e-5,-0.000215351031755431,-0.00021535103175543546,-6.922049632218308e-5,0.00027688198528873274
14,4.307666303503303e-6,4.307666303505926e-6,0.00010129951872356536,0.0013788253277348835,0.0013788253277348755,1.3418174914211712e-5,1.3418174914212565e-5,8.116928261331622e-5,-0.00019381592857988785,-0.0001938159285798921,-6.229844668996477e-5,0.00024919378675985956
15,3.876899673152948e-6,3.876899673155491e-6,9.116956685120875e-5,0.0012409427949613956,0.0012409427949613878,1.2076357422790549e-5,1.207635742279138e-5,7.30523543519846e-5,-0.00017443433572189896,-0.0001744343357219031,-5.6068602020968286e-5,0.0002242744080838736
16,3.489209705837631e-6,3.4892097058400804e-6,8.205261016608781e-5,0.0011168485154652566,0.001116848515465249,1.0868721680511498e-5,1.0868721680512305e-5,6.574711891678609e-5,-0.00015699090214970902,-0.00015699090214971292,-5.046174181887145e-5,0.00020184696727548626
17,3.1402887352538474e-6,3.140288735256199e-6,7.384734914947898e-5,0.0010051636639187313,0.001005163663918724,9.781849512460357e-6,9.78184951246113e-6,5.9172407025107475e-5,-0.00014129181193473804,-0.00014129181193474178,-4.541556763698431e-5,0.00018166227054793762
18,2.8262598617284444e-6,2.8262598617306933e-6,6.646261423453102e-5,0.0009046472975268586,0.0009046472975268515,8.803664561214327e-6,8.803664561215069e-6,5.325516632259672e-5,-0.0001271626307412642,-0.00012716263074126773,-4.087401087328588e-5,0.0001634960434931439
19,2.543633875555583e-6,2.5436338755577266e-6,5.9816352811077883e-5,0.000814182567774173,0.0008141825677741662,7.9232981050929e-6,7.92329810509361e-6,4.792964969033704e-5,-0.00011444636766713772,-0.00011444636766714103,-3.6786609785957293e-5,0.00014714643914382953
20,2.28927048800001e-6,2.289270488002046e-6,5.383471752997007e-5,0.000732764310996756,0.0007327643109967495,7.1309682945836146e-6,7.130968294584291e-6,4.313668472130332e-5,-0.00010300173090042392,-0.00010300173090042701,-3.310794880736156e-5,0.0001324317952294466
