Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
1,-1.1135847694795314e-19,6.87836534952683e-20,3.476589016172823e-20,-9.486769009248164e-20,0.0,-5.286767938020601e-21,-2.4324763199869584e-20,0.0011111111111111111,-0.0009999999999999998,-0.0009999999999999998,-3.377713165557893e-21,1.7891724097666762e-20
2,-1.501106508006128e-19,-7.668950253862289e-20,-1.437610908646615e-19,-1.760290662594276e-19,1.385437758764378e-19,-8.484757261394188e-21,-1.0624469278523453e-20,0.001,-0.0008999999999999999,-0.0009,-5.626496598827221e-21,1.9123483024973144e-20
3,-1.8063153872486e-19,-1.793630800609433e-19,-2.4985062028838635e-19,-2.483435853279295e-19,1.8840801856858758e-19,-1.5015381606065395e-20,-1.1286049311120174e-21,0.0008999999999999999,-0.0008100000000000001,-0.0008100000000000003,-7.215979834345888e-21,2.0385417070090826e-20
4,-2.0354714255625167e-19,-2.6073504705341343e-19,-3.332846329187195e-19,-3.044349099201368e-19,2.26913974963543e-19,-2.0155033509188427e-20,6.574331239602374e-21,0.0008099999999999997,-0.000729,-0.0007290000000000004,-8.43130145677255e-21,2.1203729475935243e-20
5,-2.2007331023411643e-19,-3.2403898984678015e-19,-3.9753333682010226e-19,-3.468245337406233e-19,2.558346598938214e-19,-2.4116601215626194e-20,1.2747966225485002e-20,0.0007289999999999997,-0.0006561000000000001,-0.0006561000000000004,-9.331398956370422e-21,2.1654525229909877e-20
6,-2.3125877295084563e-19,-3.7207479361093935e-19,-4.455994536120213e-19,-3.776918836978112e-19,2.7670206808840875e-19,-2.7084305045684527e-20,1.762113090179509e-20,0.0006560999999999996,-0.00059049,-0.0005904900000000005,-9.967163941480994e-21,2.1803124538330234e-20
7,-2.380064100218879e-19,-4.0726304672379895e-19,-4.800770136773554e-19,-3.989175183261553e-19,2.9083764804514033e-19,-2.9217302097574937e-20,2.139218298058832e-20,0.0005904899999999996,-0.0005314410000000002,-0.0005314410000000006,-1.038246194000575e-20,2.170545873276743e-20
8,-2.4109193194921327e-19,-4.3169290127797725e-19,-5.032030671935025e-19,-4.121211071918525e-19,2.993790913296416e-19,-3.065285668863042e-20,2.423281333460495e-20,0.0005314409999999997,-0.0004782969000000002,-0.0004782969000000006,-1.0615028699410743e-20,2.1409294842933886e-20
9,-2.411802853908546e-19,-4.471641544540819e-19,-5.169031398696467e-19,-4.186948031011488e-19,3.033038694767912e-19,-3.1509127340499055e-20,2.629139578801238e-20,0.0004782968999999996,-0.00043046721000000027,-0.00043046721000000065,-1.069725748753468e-20,2.0955309143739385e-20
10,-2.388400488246756e-19,-4.552242279821861e-19,-5.2283116733862705e-19,-4.198325487566672e-19,3.0344990108121445e-19,-3.188761529510766e-20,2.769593361739228e-20,0.00043046720999999956,-0.00038742048900000024,-0.0003874204890000006,-1.0656890231039729e-20,2.0378027635954443e-20
11,-2.3455605671782387e-19,-4.572006452601284e-19,-5.224045579151148e-19,-4.165557972500705e-19,3.0053368766998516e-19,-3.1875314385389555e-20,2.855664992301607e-20,0.0003874204889999996,-0.0003486784401000002,-0.0003486784401000006,-1.0517623850968417e-20,1.97066493382891e-20
12,-2.2874046254409565e-19,-4.542295368026604e-19,-5.168349587029187e-19,-4.0973607055722647e-19,2.951662179301896e-19,-3.1546597504663996e-20,2.896826363134119e-20,0.00034867844009999963,-0.00031381059609000026,-0.0003138105960900006,-1.029964184460097e-20,1.8965766423797288e-20
13,-2.217424266379348e-19,-4.472806435840847e-19,-5.071552337540107e-19,-4.001147312304505e-19,2.8786690526165325e-19,-3.0964870856229655e-20,2.901198809877111e-20,0.0003138105960899996,-0.0002824295364810002,-0.0002824295364810006,-1.0020080000997332e-20,1.8175993598820947e-20
14,-2.1385659328756528e-19,-4.371792336411976e-19,-4.942431042078552e-19,-3.8832029906345757e-19,2.7907579294752234e-19,-3.018402356243555e-20,2.875728503640165e-20,0.0002824295364809996,-0.0002541865828329002,-0.0002541865828329006,-9.693434107668409e-21,1.73545176746019e-20
