Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
1,-6.184196828160853e-5,-6.184196828160026e-5,0.0005457179868484446,0.0006646718370067128,0.0006646718370067158,-0.00019263477924618823,-0.0001926347792461913,0.0004894859391004313,0.001293175668025296,0.0012931756680253006,0.0008943725657347989,-0.003577490262939197
2,-5.565777145344278e-5,-5.565777145344114e-5,0.0004911461881636072,0.0005982046533060442,0.0005982046533060439,-0.00017337130132156846,-0.00017337130132156857,0.0004405373451903892,0.0011638581012227646,0.0011638581012227702,0.0008049353091613193,-0.0032197412366452792
3,-5.009199430809842e-5,-5.009199430809681e-5,0.0004420315693472464,0.0005383841879754399,0.0005383841879754396,-0.0001560341711894116,-0.0001560341711894117,0.0003964836106713503,0.0010474722911004884,0.0010474722911004933,0.0007244417782451874,-0.002897767112980752
4,-4.508279487728851e-5,-4.508279487728691e-5,0.0003978284124125218,0.00048454576917789614,0.0004845457691778957,-0.00014043075407047044,-0.00014043075407047057,0.00035683524960421523,0.0009427250619904399,0.000942725061990444,0.0006519976004206687,-0.002607990401682677
5,-4.05745153895596e-5,-4.0574515389558046e-5,0.0003580455711712696,0.00043609119226010676,0.0004360911922601062,-0.0001263876786634234,-0.00012638767866342355,0.00032115172464379364,0.000848452555791396,0.0008484525557913994,0.0005867978403786018,-0.0023471913615144098
6,-3.6517063850603586e-5,-3.6517063850602075e-5,0.00032224101405414253,0.0003924820730340962,0.00039248207303409563,-0.00011374891079708105,-0.00011374891079708121,0.0002890365521794143,0.0007636073002122564,0.0007636073002122596,0.0005281180563407417,-0.002112472225362969
7,-3.2865357465543166e-5,-3.286535746554172e-5,0.0002900169126487283,0.00035323386573068673,0.00035323386573068614,-0.00010237401971737292,-0.0001023740197173731,0.0002601328969614728,0.000687246570191031,0.0006872465701910336,0.00047530625070666755,-0.0019012250028266726
8,-2.9578821718988806e-5,-2.9578821718987423e-5,0.00026101522138385544,0.0003179104791576182,0.00031791047915761763,-9.213661774563562e-5,-9.21366177456358e-5,0.00023411960726532554,0.0006185219131719281,0.0006185219131719302,0.0004277756256360008,-0.0017111025025440055
9,-2.662093954708988e-5,-2.6620939547088563e-5,0.00023491369924546994,0.00028611943124185645,0.0002861194312418559,-8.292295597107207e-5,-8.292295597107224e-5,0.00021070764653879296,0.0005566697218547354,0.0005566697218547373,0.0003849980630724007,-0.0015399922522896054
10,-2.395884559238085e-5,-2.39588455923796e-5,0.00021142232932092294,0.00025750748811767093,0.00025750748811767033,-7.463066037396484e-5,-7.463066037396502e-5,0.00018963688188491364,0.000501002749669262,0.0005010027496692635,0.0003464982567651606,-0.001385993027060645
11,-2.1562961033142732e-5,-2.1562961033141543e-5,0.00019028009638883065,0.00023175673930590389,0.0002317567393059034,-6.716759433656835e-5,-6.716759433656853e-5,0.00017067319369642227,0.00045090247470233575,0.0004509024747023371,0.0003118484310886446,-0.0012473937243545807
12,-1.9406664929828426e-5,-1.9406664929827307e-5,0.00017125208674994755,0.00020858106537531362,0.00020858106537531307,-6.0450834902911535e-5,-6.04508349029117e-5,0.00015360587432678005,0.00040581222723210224,0.0004058122272321034,0.0002806635879797801,-0.0011226543519191228
13,-1.746599843684556e-5,-1.74659984368445e-5,0.00015412687807495282,0.00018772295883778231,0.00018772295883778183,-5.440575141262037e-5,-5.440575141262054e-5,0.00013824528689410204,0.0003652310045088921,0.00036523100450889303,0.0002525972291818021,-0.0010103889167272107
14,-1.5719398593160983e-5,-1.571939859315998e-5,0.00013871419026745754,0.00016895066295400415,0.00016895066295400367,-4.896517627135833e-5,-4.8965176271358495e-5,0.0001244207582046918,0.00032870790405800285,0.00032870790405800367,0.0002273375062636219,-0.0009093500250544897
15,-1.4147458733844858e-5,-1.4147458733843917e-5,0.0001248427712407118,0.0001520555966586038,0.00015205559665860336,-4.406865864422249e-5,-4.406865864422265e-5,0.0001119786823842226,0.00029583711365220263,0.0002958371136522033,0.00020460375563725972,-0.0008184150225490409
16,-1.2732712860460353e-5,-1.273271286045947e-5,0.0001123584941166406,0.00013685003699274347,0.000136850036992743,-3.966179277980024e-5,-3.96617927798004e-5,0.00010078081414580033,0.0002662534022869824,0.00026625340228698306,0.00018414338007353374,-0.0007365735202941369
17,-1.1459441574414297e-5,-1.1459441574413472e-5,0.00010112264470497652,0.00012316503329346917,0.00012316503329346876,-3.569561350182022e-5,-3.569561350182035e-5,9.070273273122029e-5,0.00023962806205828421,0.0002396280620582847,0.00016572904206618036,-0.0006629161682647233
18,-1.0313497416972852e-5,-1.0313497416972077e-5,9.101038023447887e-5,0.00011084852996412233,0.0001108485299641219,-3.2126052151638196e-5,-3.2126052151638324e-5,8.163245945809824e-5,0.00021566525585245584,0.0002156652558524562,0.00014915613785956234,-0.0005966245514382511
19,-9.282147675275549e-6,-9.28214767527483e-6,8.190934221103099e-5,9.976367696771013e-5,9.976367696770974e-5,-2.891344693647437e-5,-2.8913446936474506e-5,7.346921351228841e-5,0.0001940987302672103,0.00019409873026721055,0.00013424052407360612,-0.0005369620962944261
20,-8.353932907747982e-6,-8.353932907747309e-6,7.37184079899279e-5,8.978730927093914e-5,8.978730927093879e-5,-2.6022102242826936e-5,-2.602210224282706e-5,6.612229216105957e-5,0.0001746888572404893,0.00017468885724048947,0.00012081647166624549,-0.0004832658866649836
