Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
1,7.150501378303518e-19,3.5958053553384633e-19,-2.5155951462635426e-19,-3.6030333698216997e-19,0.01,9.088898587490663e-20,2.694143511072632e-19,7.737158023886022e-20,4.170966936626601e-19,-2.9660794868445926e-18,6.547198145124739e-22,5.17980814888545e-21
2,1.101567525040836e-18,1.7090376676997029e-18,-1.1907150358980763e-19,-3.2311652096663506e-19,0.009,1.3962209355216078e-19,7.044707249558372e-19,6.220310662905246e-20,8.713684599428643e-19,-3.468248323300907e-18,4.175753018332551e-21,-1.0272644450993345e-20
3,1.4036309334309203e-18,2.7850075680770495e-18,-1.056549961430663e-20,-2.8976403478438543e-19,0.008099999999999998,1.7769968983521503e-19,1.0498216805236237e-18,4.9294611938817726e-20,1.2306149060304008e-18,-3.840322597597512e-18,6.986032383243492e-21,-2.268640461238524e-20
4,1.6342659848925792e-18,3.628693111701929e-18,7.743001860199243e-20,-2.598508806289193e-19,0.007289999999999997,2.0676554592613683e-19,1.3190577377282947e-18,3.8345785120339486e-20,1.5092983783010011e-18,-4.103299533801788e-18,9.192498344988921e-21,-3.251468629698883e-20
5,1.8047377167275975e-18,4.275791470921063e-18,1.4793208817117489e-19,-2.3302271695670256e-19,0.0065609999999999965,2.282412339005221e-19,1.5239483666867951e-18,2.909377754616877e-20,1.7199390070571774e-18,-4.2752778567892335e-18,1.0887810790552831e-20,-4.0150447598547845e-20
6,1.924772442346686e-18,4.757183227179351e-18,2.0355944364050107e-19,-2.0896167721263996e-19,0.005904899999999996,2.4335412882076897e-19,1.6746702924763126e-18,2.130871363562886e-20,1.8733585262791082e-18,-4.371827519841172e-18,1.2152135763554071e-20,-4.5933909776825163e-20
7,2.0027528456746813e-18,5.099538717476771e-18,2.4658200713425034e-19,-1.8738261824782284e-19,0.005314409999999996,2.531620324179612e-19,1.7800083494410585e-18,1.4789724731735285e-20,1.978894751586081e-18,-4.406314471714831e-18,1.3054717634049536e-20,-5.015917504346155e-20
8,2.0458894439136103e-18,5.325851277442912e-18,2.7896446349284486e-19,-1.6802975430384272e-19,0.004782968999999996,2.585748140075074e-19,1.8475320920880924e-18,9.361446472264178e-21,2.0445901465688676e-18,-4.3901857580153464e-18,1.365526177281037e-20,-5.308004815900241e-20
9,2.0603711940480065e-18,5.455905938241059e-18,3.024046085083781e-19,-1.506736369661804e-19,0.004304672099999996,2.6037341895496465e-19,1.8837510027113088e-18,4.870926617369979e-21,2.077357515039236e-18,-4.33321964233861e-18,1.4005149907478543e-20,-5.491515490100048e-20
10,2.051497699716388e-18,5.5066911541051464e-18,3.183670798858763e-19,-1.3510844555301214e-19,0.003874204889999996,2.592265547728554e-19,1.894250810289001e-18,1.1848962687320128e-21,2.0831255083498423e-18,-4.243744892217068e-18,1.414850779748498e-20,-5.585243981300892e-20
