Period,eps_G_1,eps_G_2,eps_G_3,eps_G_4,eps_G_5,eps_a_1,eps_a_2,eps_a_3,eps_a_4,eps_a_5,eps_a_basket_1,eps_a_basket_2
11,6.053939076048778e-18,5.099190444859375e-19,2.987988314515267e-18,2.087168955316015e-18,-2.1373450779247713e-19,1.963741946730638e-20,-7.898529500784955e-19,1.2879819838047187e-18,0.0034867844010000003,1.1572399030134438e-18,3.719320184536141e-20,-1.9707335357273846e-19
12,5.960673547437541e-18,5.230665878278824e-19,2.9485969385735847e-18,2.0445090392345553e-18,-1.9236105701322978e-19,1.7785219770887094e-20,-7.888910137072293e-19,1.2744360390285779e-18,0.0031381059609,1.1339969242676075e-18,3.6114761983385225e-20,-1.8948617016930216e-19
13,5.825521733788064e-18,5.284854320565791e-19,2.887203954675086e-18,1.9895094168162277e-18,-1.7312495131190718e-19,1.6107085819078618e-20,-7.802229351094315e-19,1.2507194633696182e-18,0.00282429536481,1.1038301422408039e-18,3.4880078075350666e-20,-1.8144568991082575e-19
14,5.657793547394107e-18,5.275898415612576e-19,2.8086035981705515e-18,1.92506462848922e-18,-1.558124561807168e-19,1.4586726459922977e-20,-7.65399562094121e-19,1.2190018424521646e-18,0.002541865828329,1.068356747376685e-18,3.3531183329089167e-20,-1.7311844400235161e-19
15,5.4653557809410605e-18,5.215885148444348e-19,2.7168512734201733e-18,1.8536137036594517e-18,-1.4023121056264547e-19,1.3209368114407694e-20,-7.457386343307783e-19,1.1811205510845054e-18,0.0022876792454961,1.0289397300629818e-18,3.210326675132646e-20,-1.6464219037646409e-19
16,5.254827632304682e-18,5.115115550553639e-19,2.6153633776381653e-18,1.777202317510745e-18,-1.2620808950638123e-19,1.1961614173396248e-20,-7.223558964991629e-19,1.1386254995658564e-18,0.00205891132094649,9.867225487382527e-19,3.062562165582541e-20,-1.5613000303573053e-19
17,5.0317515555861695e-18,4.982341020756629e-19,2.507004548278357e-18,1.6975370715551852e-18,-1.1358728055574344e-19,1.0831317339443022e-20,-6.961923198905628e-19,1.0928182528400923e-18,0.001853020188851841,9.426594063778396e-19,2.9122472911911306e-20,-1.4767383125937908e-19
18,4.800742417888312e-18,4.824970241413485e-19,2.3941638510141288e-18,1.61603285161563e-18,-1.0222855250016936e-19,9.807463730546488e-21,-6.680378996386911e-19,1.0447862004638223e-18,0.001667718169966657,8.975416670021267e-19,2.761369770022177e-20,-1.3934759380794064e-19
19,4.565617592174165e-18,4.649250207731404e-19,2.2788212477199626e-18,1.5338541049484343e-18,-9.200569725015268e-20,8.880067670034838e-21,-6.385524402382882e-19,9.954323760344053e-19,0.0015009463529699913,8.520208814377778e-19,2.6115452801751036e-20,-1.3120986553419609e-19
20,4.329510307423964e-18,4.460424478371606e-19,2.1626055265744882e-18,1.4519507790985214e-18,-8.280512752513765e-20,8.04007618432006e-21,-6.082836937215789e-19,9.455014544862336e-19,0.0013508517176729921,8.066288363162774e-19,2.464071990597223e-20,-1.2330620697712105e-19
