L,c,omega_G_1,omega_a_1,omega_G_2,omega_a_2,omega_G_3,omega_a_3,omega_G_4,omega_a_4,omega_G_5,omega_a_5,omega_mp_1,L_k1,alpha_k1,omega_a_basket_1,L_k2,alpha_k2,omega_a_basket_2,R_1,R_2,R_3,R_4,R_5,b_1_k1,alpha_1_k1,b_2_k1,alpha_2_k1,b_3_k1,alpha_3_k1,b_3_k2,alpha_3_k2,b_4_k2,alpha_4_k2,b_5_k2,alpha_5_k2
0.9275607259634837,1.0,-0.02848897254021752,0.0045830847722698855,-0.005279816015407857,-0.020959475193455066,0.008069079716159597,-0.041263779635452344,0.008873361226441898,-0.0192520671054474,0.005641303948789584,-0.009920953007872747,0.16342880196623016,1.3429133923724628,0.4997692788933991,-0.028890800191987354,0.6079559660465454,0.5002307211066008,-0.006069094514992509,0.9367053990034443,0.9362955248571916,0.9000010673570511,0.8692081457640046,0.8673253464369264,2.1605799047122085,0.3359604949212806,1.9994720183984591,0.3351090762557564,0.01082710192169968,0.32893042882296286,0.8273579120553021,0.3316657709407262,0.5133100418396629,0.3327674474150007,0.5084619559231843,0.33556678164427306
0.9282401465740651,1.0,-0.03515845884805516,0.022336851321129562,-0.02120349903028058,-0.031625821487127004,0.003530701146902591,-0.05277400428100185,0.0012646383420616232,-0.017559771546293436,-0.0020825939315480945,-0.00521676299718255,0.03554560726390975,1.3223381069075404,0.49923660639385237,-0.0370700050417527,0.6221779834344917,0.5007633936061476,-0.00545053322969999,0.9354574905513656,0.9357323296794996,0.9058088889975663,0.8678927611547647,0.8656001056934393,2.0320297613791043,0.33711299495038216,1.997879650096972,0.33531423919010694,0.051677092112131603,0.32757276585951084,0.9134834408533391,0.3297472085342363,0.5018969575130925,0.3332749444505152,0.4968761091026779,0.33697784701524847
0.9329493432502892,1.0,-0.024425460755993268,0.017197980236340244,-0.02164740858663112,-0.036133867678270114,0.0053638499521699735,-0.0421118926731308,0.013814746758805223,0.0009111888999539866,0.003670825667856761,-0.009953325027487126,0.13520240053706908,1.3433731705775793,0.5051399224718485,-0.02656985985856198,0.6103768261227817,0.4948600775281516,-0.03234207732388265,0.9362824126826624,0.9361771307266451,0.9029833412292744,0.8712393905858613,0.8704664588585149,2.1327598544614697,0.3364565476835178,1.9978352591413369,0.33467881941969746,0.03261821542898224,0.3288646328967847,0.8332521540243827,0.3295584477601832,0.5207221201382078,0.3368504532090245,0.5055062385017851,0.3335910990307922
0.9369666179765981,1.0,-0.007401378452142341,0.02462376026207022,-0.003454839540326108,-0.03338442079624305,0.007901867601785491,-0.042629202166743776,0.01344099521790474,-0.0013786550733001922,0.01244186327310791,-0.0029374999594631995,0.15186208480629898,1.3495680482129446,0.5070226261672832,0.0019117319796274415,0.610809393594505,0.4929773738327168,-0.03463519784150929,0.9366637317150186,0.9365316638072999,0.9033253421174975,0.8730140610521606,0.8730004529190011,2.151121946961085,0.33661975502393443,1.9996545160459673,0.33468614898865734,0.03127856213633286,0.3286940959874081,0.8184397265777252,0.32902837081808256,0.5201614928268571,0.33571964132388316,0.5186627949096618,0.33525198785803423
0.9244349693726108,1.0,-0.002623072372809717,0.01288845300308018,0.018148072876201404,-0.02123978921489656,-0.0032387752657139094,-0.024214140071581583,-0.005260782911919445,0.0026420417537821716,0.005089072249605687,-0.009845296272534993,0.17448592820600917,1.3482508702080471,0.5057938553908953,0.01084625581236438,0.5935649126494694,0.49420614460910467,-0.026257713001385553,0.9358656742946494,0.9354776696258588,0.8992522884456532,0.8652663765050037,0.8690705249200706,2.1742236209687285,0.3352009710619885,2.0018148072876203,0.33406336298805595,0.019525650552965533,0.3307356659499555,0.8053406661878825,0.33136319877725506,0.4921088256321208,0.33619150131532,0.5076336083744085,0.33244529990742483
0.9357952763045871,1.0,-0.020246693978927175,0.022695272362510233,0.015395822423777203,-0.035521872637039806,-0.000773188032952368,-0.01854254987353746,0.013666205588182871,0.013063115348325067,0.02016099303329271,-0.0037092102629713956,0.17322880103565008,1.3481749289240592,0.5056943897299306,-0.0052331124286366035,0.6112441799863373,0.49430561027006936,-0.029780226756812276,0.9370694938280952,0.9368711920779915,0.9015449533672907,0.8717676445081778,0.8752980152146387,2.1712041316377575,0.33526250185255274,2.0015395822423776,0.33332193035256774,0.02479382230058958,0.33141556779487946,0.8018227390571698,0.330337659505516,0.5204993083822743,0.33734701908893644,0.5302414895499391,0.3323153214055475
0.9400654556252221,1.0,-0.03097373640606048,0.019809497270270968,0.0148336566214921,-0.030346146377754336,0.01445928903314721,-0.016546944657935256,0.032240581711406396,0.019676890218286835,0.013478909175006385,-0.0029302486843692816,0.18245823395638705,1.3505619692771367,0.5061572276064055,-0.01270391252056369,0.6158856094525473,0.49384277239359453,-0.03396211616216835,0.9376171062185662,0.9373281443603606,0.9022000024823141,0.8764231103478782,0.8753149748252865,2.1793608603157812,0.3350299984911997,2.0014833656621493,0.33335814370293215,0.025233727091555455,0.3316118578058681,0.7951998967586869,0.3298201197735043,0.5483608725671096,0.33848101094864624,0.5202183637625096,0.3316988692778494
0.9395444611907248,1.0,-0.022954101760479066,0.029880033578422997,0.025381115585897153,-0.026944865647891496,-0.00020307886249609254,-0.017089485412785148,0.023195444264711595,0.009437392280975156,0.0192029282754448,0.008144323829284737,0.16106860628507166,1.3470718416946423,0.5057983711513978,-0.009264790229811828,0.6175968924973233,0.49420162884860225,-0.031308053314441746,0.93737723230364,0.9372185868854579,0.9028818264342442,0.8756832921496712,0.8749974647836722,2.1587731961090237,0.33524613733187403,2.00253811155859,0.3333519740243302,0.030437152728318276,0.3314018886437957,0.8084536252141108,0.32967633000977564,0.5347931663970674,0.33535579526286574,0.5288043924131672,0.33496787472735856
0.9448246435430039,1.0,-0.010463980634882753,0.03876029867928485,0.029813835878438794,-0.02114607392325296,0.001374572504884701,-0.015385115388924722,0.036561772782824964,0.004150121682645363,0.008780061903988206,-0.0007497722155075113,0.09365286396109368,1.3354187936447546,0.5059798983548109,-0.026524676189426166,0.6327002882727566,0.49402010164518906,-0.036530660821411154,0.9372847411938778,0.9373972010325405,0.9062410122748668,0.8803445206236542,0.8750480050501358,2.0926064658976054,0.33528435831362713,2.002981383587844,0.3332874792268759,0.05146981415023459,0.33142816245949686,0.8551522363896487,0.3312838411211835,0.5548426591742375,0.33509306352413115,0.5131700928559824,0.3336230953546853
0.9391299599039314,1.0,-0.005339467186862617,0.032077356575156056,0.04107695368439444,-0.034535858573733945,-0.001075922853665743,-0.0015014247507183706,0.028713342508234537,0.015242455458601492,0.005354929220831603,-0.0015671937574224671,0.09497713075834963,1.332787421192958,0.5054381557652242,-0.0193936247282837,0.6260931472402671,0.49456184423477584,-0.03203918500819184,0.9368500179523053,0.937009802046627,0.9048300948373494,0.8764529281091593,0.8736230715575857,2.0944431840396636,0.3345133077275293,2.0041076953684396,0.3322928672225663,0.05146813141628749,0.33319382504990436,0.8533395532546297,0.33179898219091336,0.5430700137623519,0.33662195628694686,0.5080323938312474,0.3315790615221397
0.9364147423618514,1.0,0.0010206726045300625,0.02211316141623501,0.052127371941905754,-0.024368243759204006,-0.01042294774291383,-0.0036145448965622384,0.02303694541541478,-0.0031482758632869045,0.005774806700691944,0.01702485251882189,0.12222344130088846,1.3386483435100827,0.5062674112176285,-0.013866916240852916,0.6174431160424572,0.49373258878237153,-0.03480378514835562,0.9367770901917674,0.9366871229515402,0.9032925341427778,0.8769089703395305,0.8706478411488554,2.1223255085613415,0.33429630323416093,2.0052127371941904,0.33274692306164627,0.042783632124951745,0.33295677370419274,0.832908337025577,0.3315440595681618,0.5345554181231221,0.33120200095860275,0.508662210051038,0.3372539394732354
0.935730600955418,1.0,0.006468740252488698,0.024064199657440152,0.028975690496506307,-0.019498286034372477,-0.03759223321912633,-0.014738191088129293,0.016652865701124977,-0.002433387309262129,0.0030411358819840716,0.007908924593737016,0.0460219350299266,1.3249503121167168,0.5048050690711509,-0.007038687468027692,0.6263153411590129,0.49519493092884914,-0.025785017222761206,0.9360624190233015,0.93622392717493,0.9061456917817543,0.8746134654989005,0.8703882573344403,2.0466688090551757,0.33490352934211,2.0028975690496504,0.33345144648571623,0.061931081901945934,0.33164502417217373,0.8845285364243022,0.3311482028173159,0.5249792985516875,0.33287455180589215,0.5045617038229762,0.3359772453767919
0.9500004191620715,1.0,0.011459918430887537,0.03364227412011308,0.01330716265096363,-0.010089841385026322,-0.04597922407972553,-0.02545323973631817,0.028599821731060904,0.0031784182593535193,0.019956271151948545,0.020919073120207552,-0.0209245763308383,1.3180300651477106,0.505552101850084,-0.004313041467816448,0.6517964756993841,0.49444789814991597,-0.02883876961737429,0.936851118190534,0.9372555934196192,0.9122524578495215,0.8810705819504079,0.8769581988780372,1.9802214155122504,0.3356071176478538,2.0013307162650964,0.33414938046434917,0.08871902729903515,0.330243501887797,0.923009704215858,0.3280954464468974,0.5428997325965914,0.3332911785474232,0.5299344067279228,0.3386133750056794
0.9521661356653671,1.0,0.021383454666108796,0.027659258719273324,0.0018192237948695712,-0.003861000396563937,-0.05250599642419277,-0.020510490736763483,0.015001312444004709,0.00028598741338031275,0.03196385295148679,0.01874577826476058,-0.0801839115040503,1.306598590307178,0.5057830445767897,0.010269339345134559,0.661906795377979,0.4942169554232103,-0.02634788804766477,0.9365694546984379,0.9370957285372244,0.914735100505425,0.8793313810064105,0.8805864772587835,1.9219544339625605,0.3351303552390992,2.000181922379487,0.33407967993523796,0.10809615168330464,0.3307899648256628,0.9615865605359071,0.32915121335032327,0.5225019686660071,0.3326554246971313,0.5479457794272302,0.33819336195254535
0.9501526209922148,1.0,0.01597583079139822,0.0063041714966072596,-0.013051226609731766,-0.008785893389547595,-0.04228245260882605,-0.016879790986339786,0.002200060306100527,0.003317808806522063,0.03049972262791238,0.01492822225510916,-0.15007055563896338,1.2927591474824716,0.5057223990891976,0.002263549399690334,0.667349912772282,0.4942776009108024,-0.028046108096065368,0.9357931395313829,0.9364538241710036,0.9171278923585886,0.8760432332768774,0.8805917312371918,1.8515270274401765,0.3345088132368273,1.998694877339027,0.3340058110739555,0.13169629252358994,0.3314853756892171,1.0099177725936082,0.32963319789535467,0.5033000904591508,0.3334418390350346,0.5457495839418686,0.33692496306961073
0.954610257831186,1.0,0.006525910787151373,-0.004543867122435497,-0.007245640278636685,0.007556397280977506,-0.03595285635100691,-0.011303837339145488,0.01903004197913478,-0.02579354926086437,0.023191119602161882,0.022145922670498957,-0.1538717054288101,1.2905158142228061,0.5062151803776428,0.007660143595566675,0.6750887182877071,0.4937848196223572,-0.02916086598932221,0.9362707129249432,0.9367486540299255,0.9174902157922286,0.8838964601276729,0.878650937785462,1.846780885649905,0.33377638950188754,1.9992754359721363,0.33417973164866793,0.13218667724920563,0.3320438788494445,1.014494456909403,0.33244211406579816,0.5285450629687022,0.3265880221773964,0.5347866794032429,0.3409698637568054
